tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
ORF_20570	-	-	ORF_20570	-	-	refORF_20570:0-1236	-	-	130.907	125.954	135.86	OK
ORF_20571	-	-	ORF_20571	-	-	refORF_20571:0-1407	-	-	36.9743	34.5049	39.4438	OK
ORF_20572	-	-	ORF_20572	-	-	refORF_20572:0-990	-	-	32.8661	30.0035	35.7287	OK
ORF_20573	-	-	ORF_20573	-	-	refORF_20573:0-2094	-	-	10.1572	9.13247	11.1819	OK
ORF_20574	-	-	ORF_20574	-	-	refORF_20574:0-897	-	-	74.9532	70.3865	79.5199	OK
ORF_20575	-	-	ORF_20575	-	-	refORF_20575:0-1923	-	-	3.0652	2.4753	3.6551	OK
ORF_20576	-	-	ORF_20576	-	-	refORF_20576:0-1209	-	-	11.5398	10.0215	13.0581	OK
ORF_20577	-	-	ORF_20577	-	-	refORF_20577:0-594	-	-	0.239162	0	0.57786	OK
ORF_20578	-	-	ORF_20578	-	-	refORF_20578:0-2733	-	-	35.05	33.4018	36.6981	OK
ORF_20579	-	-	ORF_20579	-	-	refORF_20579:0-465	-	-	153.77	143.323	164.217	OK
ORF_20580	-	-	ORF_20580	-	-	refORF_20580:0-2085	-	-	42.6385	40.5248	44.7522	OK
ORF_20581	-	-	ORF_20581	-	-	refORF_20581:0-1281	-	-	2.24686	1.60715	2.88656	OK
ORF_20582	-	-	ORF_20582	-	-	refORF_20582:0-2967	-	-	6.62012	5.93154	7.3087	OK
ORF_20583	-	-	ORF_20583	-	-	refORF_20583:0-1287	-	-	1.65366	1.10432	2.20299	OK
ORF_20584	-	-	ORF_20584	-	-	refORF_20584:0-1473	-	-	1.83658	1.3037	2.36947	OK
ORF_20585	-	-	ORF_20585	-	-	refORF_20585:0-2271	-	-	11.521	10.4695	12.5725	OK
ORF_20586	-	-	ORF_20586	-	-	refORF_20586:0-750	-	-	0.434149	0.0458344	0.822464	OK
ORF_20587	-	-	ORF_20587	-	-	refORF_20587:0-1188	-	-	13.5965	11.9444	15.2486	OK
ORF_20588	-	-	ORF_20588	-	-	refORF_20588:0-1131	-	-	4.00616	3.08823	4.92409	OK
ORF_20589	-	-	ORF_20589	-	-	refORF_20589:0-2067	-	-	3.48662	2.88196	4.09128	OK
ORF_20590	-	-	ORF_20590	-	-	refORF_20590:0-681	-	-	10.9666	8.8848	13.0484	OK
ORF_20591	-	-	ORF_20591	-	-	refORF_20591:0-1428	-	-	1.66498	1.14712	2.18283	OK
ORF_20592	-	-	ORF_20592	-	-	refORF_20592:0-1167	-	-	0.300777	0.0551937	0.546361	OK
